District Name,Commodity,Modal Price (Rs./Quintal)
Shajapur,Maize,2229.7380952380954
Shajapur,Mustard,5704.777479892761
Shajapur,Soyabean,4193.393928310168
Shamli,Apple,6121.734444444444
Shamli,Bhindi(Ladies Finger),1713.0984848484848
Shamli,Brinjal,1136.6519823788547
Shamli,Cabbage,1048.606308411215
Shamli,Carrot,1166.924019607843
Shamli,Cauliflower,1415.0600343053172
Shamli,Garlic,9109.649499284693
Shamli,Ginger(Green),4447.421218487395
Shamli,Green Chilli,2893.073275862069
Shamli,Green Gram (Moong)(Whole),8762.5
Shamli,Groundnut,6761.25
Shamli,Gur(Jaggery),3981.058631921824
Shamli,Lentil (Masur)(Whole),6817.5
Shamli,Maize,2514.0228013029314
Shamli,Mango,2431.7518248175184
Shamli,Mustard,5985.369458128079
Shamli,Wheat,2651.112676056338
Shehdol,Arhar (Tur/Red Gram)(Whole),6210.63829787234
Shehdol,Groundnut,8620.0
Shehdol,Gur(Jaggery),4007.75
Shehdol,Lentil (Masur)(Whole),5273.727272727273
Shehdol,Maize,1955.3333333333333
Shehdol,Mustard,5182.390243902439
Shehdol,Soyabean,3843.379120879121
Sheopur,Apple,7950.0
Sheopur,Arhar (Tur/Red Gram)(Whole),5272.510869565217
Sheopur,Bajra(Pearl Millet/Cumbu),2300.714285714286
Sheopur,Banana,2656.153846153846
Sheopur,Bhindi(Ladies Finger),2166.6666666666665
Sheopur,Brinjal,1562.2826086956522
Sheopur,Cabbage,1093.3333333333333
Sheopur,Carrot,1397.4193548387098
Sheopur,Cauliflower,920.7547169811321
Sheopur,Garlic,5880.0
Sheopur,Ginger(Green),3718.4210526315787
Sheopur,Green Chilli,2538.3064516129034
Sheopur,Green Gram (Moong)(Whole),6286.529411764706
Sheopur,Jowar(Sorghum),2394.1666666666665
Sheopur,Maize,2206.909090909091
Sheopur,Mango,3395.0
Sheopur,Mustard,6035.147435897436
Sheopur,Soyabean,4072.8646616541355
Shivpuri,Arhar (Tur/Red Gram)(Whole),5895.576923076923
Shivpuri,Bajra(Pearl Millet/Cumbu),2338.0
Shivpuri,Bhindi(Ladies Finger),1362.5
Shivpuri,Brinjal,718.75
Shivpuri,Cabbage,1105.0
Shivpuri,Carrot,1300.0
Shivpuri,Cauliflower,910.0
Shivpuri,Garlic,3282.7241379310344
Shivpuri,Ginger(Green),2975.0
Shivpuri,Green Chilli,2573.3333333333335
Shivpuri,Green Gram (Moong)(Whole),6607.727272727273
Shivpuri,Groundnut,4311.653846153846
Shivpuri,Lentil (Masur)(Whole),5947.718832891247
Shivpuri,Maize,2089.1739130434785
Shivpuri,Mustard,6036.582080200501
Shivpuri,Soyabean,4128.338960162053
Shravasti,Apple,9146.030927835052
Shravasti,Banana,2907.3865814696487
Shravasti,Bhindi(Ladies Finger),1935.047846889952
Shravasti,Brinjal,1653.2278481012659
Shravasti,Cabbage,860.9765625
Shravasti,Carrot,1662.872340425532
Shravasti,Cauliflower,1161.0619469026549
Shravasti,Garlic,8997.467105263158
Shravasti,Ginger(Green),4202.189695550352
Shravasti,Green Chilli,3214.518779342723
Shravasti,Gur(Jaggery),4574.2
Shravasti,Maize,2263.9310344827586
Shravasti,Mango,2862.285714285714
Shravasti,Wheat,2635.925925925926
Siddharth Nagar,Apple,8416.502272727274
Siddharth Nagar,Banana,1680.0
Siddharth Nagar,Bhindi(Ladies Finger),1703.5955056179776
Siddharth Nagar,Brinjal,1460.0578703703704
Siddharth Nagar,Cabbage,1475.0
Siddharth Nagar,Cauliflower,1463.476595744681
Siddharth Nagar,Garlic,12398.75
Siddharth Nagar,Ginger(Green),4642.378378378378
Siddharth Nagar,Green Chilli,2739.71662763466
Siddharth Nagar,Gur(Jaggery),4259.576719576719
Siddharth Nagar,Lentil (Masur)(Whole),6886.363636363636
Siddharth Nagar,Mango,1600.0
Siddharth Nagar,Mustard,6075.0
Siddharth Nagar,Wheat,2531.26213592233
Sidhi,Arhar (Tur/Red Gram)(Whole),6000.0
Sidhi,Lentil (Masur)(Whole),5707.894736842105
Sidhi,Maize,1867.142857142857
Sidhi,Mustard,5111.25
Sikar,Bajra(Pearl Millet/Cumbu),2343.5542635658917
Sikar,Garlic,8769.205298013245
Sikar,Green Gram (Moong)(Whole),6790.0
Sikar,Groundnut,6073.170731707317
Sikar,Mustard,5566.04347826087
Sikar,Wheat,2549.1843971631206
Singroli,Bhindi(Ladies Finger),2600.0
Singroli,Brinjal,1627.5806451612902
Singroli,Cabbage,1919.047619047619
Singroli,Cauliflower,1568.0
Singroli,Ginger(Green),5866.666666666667
Singroli,Green Chilli,2864.4
Singroli,Jowar(Sorghum),3300.0
Singroli,Lentil (Masur)(Whole),5600.0
Singroli,Maize,2138.8888888888887
Singroli,Mango,2487.5
Sirohi,Garlic,18000.0
Sitapur,Apple,8884.059976931949
Sitapur,Banana,2344.087809036658
Sitapur,Bhindi(Ladies Finger),1680.1333333333334
Sitapur,Brinjal,1663.3232077764278
Sitapur,Cabbage,1034.141414141414
Sitapur,Carrot,1203.2142857142858
Sitapur,Cauliflower,1422.1160409556314
Sitapur,Garlic,11060.926339285714
Sitapur,Ginger(Green),4756.123595505618
Sitapur,Green Chilli,3050.421383647799
Sitapur,Gur(Jaggery),3728.5491525423727
Sitapur,Lentil (Masur)(Whole),6658.407407407408
Sitapur,Mango,2286.650485436893
Sitapur,Mustard,5884.875
Sitapur,Wheat,2593.131868131868
Sonbhadra,Apple,9055.636042402826
Sonbhadra,Bhindi(Ladies Finger),1036.764705882353
Sonbhadra,Brinjal,1243.6224489795918
Sonbhadra,Cabbage,1048.8372093023256
Sonbhadra,Carrot,892.2077922077922
Sonbhadra,Cauliflower,1415.702479338843
Sonbhadra,Garlic,12578.520900321544
Sonbhadra,Ginger(Green),5963.888888888889
Sonbhadra,Green Chilli,2712.234251968504
Sonbhadra,Gur(Jaggery),4733.563829787234
Sonbhadra,Lentil (Masur)(Whole),6856.148936170212
Sonbhadra,Mango,2160.714285714286
Sonbhadra,Mustard,6037.722419928826
Sonbhadra,Wheat,2606.4804469273745
Sounth 24 Parganas,Bhindi(Ladies Finger),3682.1428571428573
Sounth 24 Parganas,Brinjal,4009.4009983361066
Sounth 24 Parganas,Cabbage,1807.9918032786886
Sounth 24 Parganas,Green Chilli,5799.084858569052
Surat,Arhar (Tur/Red Gram)(Whole),6252.323699421965
Surat,Bajra(Pearl Millet/Cumbu),2338.0377358490564
Surat,Bhindi(Ladies Finger),3539.5385266723115
Surat,Brinjal,2818.292418772563
Surat,Cabbage,1371.2074829931973
Surat,Carrot,1834.405172413793
Surat,Cauliflower,2668.6631944444443
Surat,Cotton,7101.917073170732
Surat,Ginger(Green),3242.3010380622836
Surat,Green Chilli,3597.0890410958905
Surat,Green Gram (Moong)(Whole),6342.693989071038
Surat,Groundnut,6130.699074074074
Surat,Jowar(Sorghum),2169.167487684729
Surat,Lentil (Masur)(Whole),6500.0
Surat,Maize,2098.53515625
Surat,Mango,2938.4297520661157
Surat,Mustard,5710.0
Surat,Soyabean,3782.402298850575
Surendranagar,Apple,13699.324324324325
Surendranagar,Arhar (Tur/Red Gram)(Whole),6506.06875
Surendranagar,Bajra(Pearl Millet/Cumbu),2068.8888888888887
Surendranagar,Bhindi(Ladies Finger),3363.0268199233715
Surendranagar,Brinjal,2799.519230769231
Surendranagar,Cabbage,1651.6781609195402
Surendranagar,Carrot,2395.5938697318006
Surendranagar,Cauliflower,3727.3076923076924
Surendranagar,Cotton,6987.836466165413
Surendranagar,Garlic,18811.98347107438
Surendranagar,Green Chilli,3497.104247104247
Surendranagar,Green Gram (Moong)(Whole),6118.333333333333
Surendranagar,Groundnut,4879.787234042553
Surendranagar,Jowar(Sorghum),3694.6195652173915
Surendranagar,Mango,7331.818181818182
Surendranagar,Mustard,5458.773006134969
Surendranagar,Soyabean,4003.0
Swai Madhopur,Arhar (Tur/Red Gram)(Whole),5952.5
Swai Madhopur,Bajra(Pearl Millet/Cumbu),2343.0599078341015
Swai Madhopur,Green Gram (Moong)(Whole),6700.882352941177
Swai Madhopur,Jowar(Sorghum),2222.5641025641025
Swai Madhopur,Lentil (Masur)(Whole),5466.0
Swai Madhopur,Maize,2510.5
Swai Madhopur,Mustard,5983.836653386455
Swai Madhopur,Soyabean,4135.666666666667
Swai Madhopur,Wheat,2649.2123287671234
Tarntaran,Apple,6110.970464135021
Tarntaran,Banana,2711.517027863777
Tarntaran,Bhindi(Ladies Finger),1910.6991260923846
Tarntaran,Brinjal,1651.234693877551
Tarntaran,Cabbage,1092.4269005847952
Tarntaran,Carrot,1483.7980241492864
Tarntaran,Cauliflower,1522.2222222222222
Tarntaran,Garlic,6824.848484848485
Tarntaran,Ginger(Green),5250.0
Tarntaran,Green Chilli,2572.3523622047246
Tarntaran,Mango,5000.0
Tarntaran,Wheat,2425.1470588235293
Thirssur,Bhindi(Ladies Finger),4119.034841075794
Thirssur,Brinjal,3217.749172733289
Thirssur,Cabbage,2969.0376850605653
Thirssur,Carrot,6388.413956639566
Thirssur,Cauliflower,4171.893147502904
Thirssur,Garlic,20840.8
Thirssur,Ginger(Green),7412.736236647494
Thirssur,Green Chilli,5390.47976011994
Thirssur,Mango,3775.0
Thiruvananthapuram,Apple,17397.233201581028
Thiruvananthapuram,Bhindi(Ladies Finger),6493.4791754312155
Thiruvananthapuram,Brinjal,6093.095930232558
Thiruvananthapuram,Cabbage,5784.034171808258
Thiruvananthapuram,Carrot,10584.290429042905
Thiruvananthapuram,Cauliflower,12315.737704918032
Thiruvananthapuram,Garlic,199098.51063829788
Thiruvananthapuram,Ginger(Green),17427.01581027668
Thiruvananthapuram,Green Chilli,9703.90985915493
Thiruvananthapuram,Mango,7160.818713450292
Tikamgarh,Arhar (Tur/Red Gram)(Whole),7571.0
Tikamgarh,Green Gram (Moong)(Whole),6638.214285714285
Tikamgarh,Groundnut,4340.720623501199
Tikamgarh,Lentil (Masur)(Whole),5546.428571428572
Tikamgarh,Mustard,5595.606779661017
Tikamgarh,Soyabean,4061.876923076923
Tonk,Bajra(Pearl Millet/Cumbu),2350.986220472441
Tonk,Green Gram (Moong)(Whole),6247.108888888889
Tonk,Groundnut,4596.825112107624
Tonk,Jowar(Sorghum),2959.3267605633805
Tonk,Lentil (Masur)(Whole),5650.296875
Tonk,Maize,2443.057939914163
Tonk,Mustard,5993.769964243146
Tonk,Soyabean,4044.2818181818184
Tonk,Wheat,2607.829639012033
Udaipur,Apple,6536.22754491018
Udaipur,Bajra(Pearl Millet/Cumbu),2588.4328358208954
Udaipur,Banana,1915.979381443299
Udaipur,Bhindi(Ladies Finger),3068.5792349726776
Udaipur,Brinjal,1775.8620689655172
Udaipur,Cabbage,1278.9017341040462
Udaipur,Carrot,1957.1005917159764
Udaipur,Cauliflower,2465.625
Udaipur,Garlic,9681.818181818182
Udaipur,Ginger(Green),3296.7741935483873
Udaipur,Green Chilli,2293.4523809523807
Udaipur,Green Gram (Moong)(Whole),7371.428571428572
Udaipur,Groundnut,4321.04
Udaipur,Gur(Jaggery),3962.5
Udaipur,Jowar(Sorghum),2206.4444444444443
Udaipur,Maize,2344.3700954400847
Udaipur,Mango,4324.056603773585
Udaipur,Mustard,5802.511111111111
Udaipur,Soyabean,4139.507462686567
Udaipur,Wheat,2915.273469387755
Ujjain,Arhar (Tur/Red Gram)(Whole),7743.357142857143
Ujjain,Bajra(Pearl Millet/Cumbu),2700.0
Ujjain,Cabbage,425.0
Ujjain,Garlic,8681.300202839757
Ujjain,Green Gram (Moong)(Whole),6246.294117647059
Ujjain,Groundnut,4282.0
Ujjain,Jowar(Sorghum),2651.0
Ujjain,Lentil (Masur)(Whole),5471.514018691589
Ujjain,Maize,2312.095238095238
Ujjain,Mustard,5380.805860805861
Ujjain,Soyabean,4161.661295851903
Umariya,Arhar (Tur/Red Gram)(Whole),6694.117647058823
Umariya,Lentil (Masur)(Whole),5420.0
Umariya,Maize,2127.719298245614
Umariya,Mustard,5130.434782608696
Umariya,Soyabean,3967.1052631578946
Unnao,Apple,8820.343082114736
Unnao,Banana,2819.3687707641197
Unnao,Bhindi(Ladies Finger),1758.0408858603066
Unnao,Brinjal,1706.67585446527
Unnao,Cabbage,1533.5434782608695
Unnao,Carrot,1590.1298701298701
Unnao,Cauliflower,1522.7601410934744
Unnao,Garlic,12050.711805555555
Unnao,Ginger(Green),4802.32538330494
Unnao,Green Chilli,3213.6508810572686
Unnao,Gur(Jaggery),4025.0569476082005
Unnao,Maize,2268.8548387096776
Unnao,Mango,2723.6633663366338
Unnao,Mustard,5950.077369439072
Unnao,Wheat,2634.7955390334573
Uttar Dinajpur,Brinjal,3775.0
Uttar Dinajpur,Cabbage,4000.0
Uttar Dinajpur,Carrot,4371.428571428572
Uttar Dinajpur,Green Chilli,7109.090909090909
Uttar Dinajpur,Wheat,2784.2685370741483
Vadodara(Baroda),Arhar (Tur/Red Gram)(Whole),7985.683333333333
Vadodara(Baroda),Bajra(Pearl Millet/Cumbu),2666.1111111111113
Vadodara(Baroda),Bhindi(Ladies Finger),2808.8172043010754
Vadodara(Baroda),Brinjal,1868.3734939759036
Vadodara(Baroda),Cabbage,1202.302371541502
Vadodara(Baroda),Carrot,1838.4316770186335
Vadodara(Baroda),Cauliflower,2082.322134387352
Vadodara(Baroda),Cotton,7124.357142857143
Vadodara(Baroda),Garlic,23000.0
Vadodara(Baroda),Ginger(Green),3968.737574552684
Vadodara(Baroda),Green Chilli,3357.20675944334
Vadodara(Baroda),Green Gram (Moong)(Whole),9184.848484848484
Vadodara(Baroda),Jowar(Sorghum),3413.915254237288
Vadodara(Baroda),Maize,2669.5945945945946
Vadodara(Baroda),Mango,4020.4113924050635
Vadodara(Baroda),Soyabean,4110.0
Valsad,Mango,4005.280172413793
Varanasi,Apple,9234.841897233202
Varanasi,Bhindi(Ladies Finger),1821.949152542373
Varanasi,Brinjal,1656.3419913419914
Varanasi,Cabbage,919.8387096774194
Varanasi,Carrot,1426.6935483870968
Varanasi,Cauliflower,1174.7435897435898
Varanasi,Garlic,12560.189075630253
Varanasi,Ginger(Green),4385.45652173913
Varanasi,Green Chilli,3075.9598214285716
Varanasi,Green Gram (Moong)(Whole),8760.0
Varanasi,Gur(Jaggery),4734.027237354086
Varanasi,Lentil (Masur)(Whole),6858.37786259542
Varanasi,Maize,2430.875
Varanasi,Mustard,6092.450592885375
Varanasi,Wheat,2687.8044280442805
Vidisha,Arhar (Tur/Red Gram)(Whole),6041.3515625
Vidisha,Green Gram (Moong)(Whole),6843.5615384615385
Vidisha,Jowar(Sorghum),4201.561904761905
Vidisha,Lentil (Masur)(Whole),6021.755287009063
Vidisha,Maize,2123.7
Vidisha,Mustard,5709.9075268817205
Vidisha,Soyabean,4128.026852846402
Visakhapatnam,Gur(Jaggery),3712.769696969697
Wayanad,Bhindi(Ladies Finger),2290.7063197026023
Wayanad,Brinjal,2159.010600706714
Wayanad,Ginger(Green),3636.361379310345
Wayanad,Green Chilli,3591.5336658354113
West Godavari,Maize,3200.0
kapurthala,Apple,6725.732484076433
kapurthala,Bhindi(Ladies Finger),2328.4389830508476
kapurthala,Brinjal,1548.9476678043231
kapurthala,Cabbage,1129.1920731707316
kapurthala,Carrot,1287.16796875
kapurthala,Cauliflower,1674.5972789115647
kapurthala,Garlic,11488.926406926406
kapurthala,Green Chilli,2440.488120950324
kapurthala,Maize,1450.0
kapurthala,Mango,5396.152173913043
kapurthala,Wheat,2425.5172413793102
